utc,Location,Latitude,Longitude,PM2.5 (min),PM10 (min),Total (min),PM2.5 (max),PM10 (max),Total (max),PM2.5 (avg),PM10 (avg),Total (avg)
2021-11-19 00:00:00+00:00,Cardiff,51.481583,-3.17909,6.0,12.0,18.0,8.0,15.0,23.0,7.333333333333333,12.666666666666666,20.0
2021-11-20 00:00:00+00:00,Cardiff,51.481583,-3.17909,9.0,13.0,22.0,11.0,14.0,25.0,9.666666666666666,13.458333333333334,23.125
2021-11-21 00:00:00+00:00,Cardiff,51.481583,-3.17909,5.0,7.0,12.0,10.0,14.0,24.0,7.5,10.75,18.25
2021-11-22 00:00:00+00:00,Cardiff,51.481583,-3.17909,5.0,6.0,11.0,7.0,12.0,19.0,5.333333333333333,8.458333333333334,13.791666666666666
2021-11-23 00:00:00+00:00,Cardiff,51.481583,-3.17909,7.0,12.0,19.0,10.0,13.0,23.0,8.333333333333334,12.916666666666666,21.25
2021-11-24 00:00:00+00:00,Cardiff,51.481583,-3.17909,9.0,10.0,19.0,11.0,14.0,25.0,9.375,11.791666666666666,21.166666666666668
2021-11-25 00:00:00+00:00,Cardiff,51.481583,-3.17909,5.0,11.0,16.0,11.0,15.0,26.0,8.55,13.25,21.8
2021-11-26 00:00:00+00:00,Cardiff,51.481583,-3.17909,5.0,10.0,15.0,7.0,13.0,20.0,6.666666666666667,11.541666666666666,18.208333333333332
2021-11-27 00:00:00+00:00,Cardiff,51.481583,-3.17909,4.0,8.0,12.0,5.0,9.0,14.0,4.75,8.583333333333334,13.333333333333334
2021-11-28 00:00:00+00:00,Cardiff,51.481583,-3.17909,4.0,7.0,11.0,7.0,9.0,16.0,4.916666666666667,7.666666666666667,12.583333333333334
2021-11-29 00:00:00+00:00,Cardiff,51.481583,-3.17909,7.0,7.0,14.0,11.0,12.0,23.0,8.333333333333334,8.375,16.708333333333332
2021-11-30 00:00:00+00:00,Cardiff,51.481583,-3.17909,6.0,9.0,15.0,12.0,15.0,27.0,10.708333333333334,12.875,23.583333333333332
2021-12-01 00:00:00+00:00,Cardiff,51.481583,-3.17909,4.0,7.0,11.0,6.0,8.0,14.0,4.583333333333333,7.791666666666667,12.375
2021-12-02 00:00:00+00:00,Cardiff,51.481583,-3.17909,4.0,4.0,8.0,8.0,8.0,16.0,5.125,5.791666666666667,10.916666666666666
2021-12-03 00:00:00+00:00,Cardiff,51.481583,-3.17909,8.0,8.0,16.0,13.0,14.0,26.0,10.0,10.458333333333334,20.458333333333332
2021-12-04 00:00:00+00:00,Cardiff,51.481583,-3.17909,8.0,11.0,19.0,15.0,16.0,31.0,12.375,14.583333333333334,26.958333333333332
2021-12-05 00:00:00+00:00,Cardiff,51.481583,-3.17909,5.0,6.0,11.0,7.0,11.0,18.0,5.25,8.375,13.625
2021-12-06 00:00:00+00:00,Cardiff,51.481583,-3.17909,5.0,6.0,11.0,8.0,11.0,19.0,6.166666666666667,8.25,14.416666666666666
2021-12-07 00:00:00+00:00,Cardiff,51.481583,-3.17909,7.0,11.0,19.0,9.0,15.0,23.0,8.052631578947368,13.157894736842104,21.210526315789473
2021-12-08 00:00:00+00:00,Cardiff,51.481583,-3.17909,6.0,15.0,22.0,8.0,18.0,26.0,7.416666666666667,16.625,24.041666666666668
2021-12-09 00:00:00+00:00,Cardiff,51.481583,-3.17909,8.0,14.0,22.0,9.0,17.0,26.0,8.208333333333334,15.916666666666666,24.125
2021-12-10 00:00:00+00:00,Cardiff,51.481583,-3.17909,6.0,9.0,15.0,8.0,14.0,22.0,6.916666666666667,10.666666666666666,17.583333333333332
2021-12-11 00:00:00+00:00,Cardiff,51.481583,-3.17909,7.0,11.0,18.0,10.0,16.0,26.0,9.0,14.416666666666666,23.416666666666668
2021-12-12 00:00:00+00:00,Cardiff,51.481583,-3.17909,5.0,8.0,13.0,9.0,15.0,24.0,6.625,10.541666666666666,17.166666666666668
2021-12-13 00:00:00+00:00,Cardiff,51.481583,-3.17909,4.0,8.0,12.0,6.0,9.0,15.0,4.25,8.583333333333334,12.833333333333334
2021-12-14 00:00:00+00:00,Cardiff,51.481583,-3.17909,6.0,9.0,15.0,8.0,11.0,19.0,7.590909090909091,10.045454545454545,17.636363636363637
2021-12-15 00:00:00+00:00,Cardiff,51.481583,-3.17909,7.0,10.0,17.0,11.0,19.0,30.0,8.772727272727273,14.181818181818182,22.954545454545453
2021-12-16 00:00:00+00:00,Cardiff,51.481583,-3.17909,11.0,19.0,30.0,12.0,21.0,33.0,11.478260869565217,20.043478260869566,31.52173913043478
2021-12-17 00:00:00+00:00,Cardiff,51.481583,-3.17909,12.0,17.0,29.0,14.0,20.0,33.0,12.608695652173912,18.347826086956523,30.956521739130434
2021-12-18 00:00:00+00:00,Cardiff,51.481583,-3.17909,9.0,9.0,18.0,14.0,18.0,32.0,11.833333333333334,13.916666666666666,25.75
2021-12-19 00:00:00+00:00,Cardiff,51.481583,-3.17909,8.0,8.0,16.0,10.0,10.0,20.0,9.416666666666666,9.458333333333334,18.875
2021-12-20 00:00:00+00:00,Cardiff,51.481583,-3.17909,4.0,5.0,9.0,8.0,8.0,16.0,5.125,6.333333333333333,11.458333333333334
2021-12-21 00:00:00+00:00,Cardiff,51.481583,-3.17909,5.0,9.0,14.0,15.0,24.0,39.0,9.181818181818182,16.545454545454547,25.727272727272727
2021-12-22 00:00:00+00:00,Cardiff,51.481583,-3.17909,15.0,25.0,40.0,21.0,29.0,50.0,19.608695652173914,27.434782608695652,47.04347826086956
2021-12-23 00:00:00+00:00,Cardiff,51.481583,-3.17909,16.0,20.0,36.0,21.0,28.0,49.0,19.347826086956523,24.434782608695652,43.78260869565217
2021-12-24 00:00:00+00:00,Cardiff,51.481583,-3.17909,9.0,13.0,22.0,16.0,20.0,36.0,10.916666666666666,15.75,26.666666666666668
2021-12-25 00:00:00+00:00,Cardiff,51.481583,-3.17909,8.0,9.0,17.0,12.0,16.0,28.0,10.695652173913043,13.695652173913043,24.391304347826086
2021-12-26 00:00:00+00:00,Cardiff,51.481583,-3.17909,5.0,6.0,11.0,8.0,10.0,18.0,5.826086956521739,7.521739130434782,13.347826086956522
2021-12-27 00:00:00+00:00,Cardiff,51.481583,-3.17909,7.0,9.0,16.0,8.0,11.0,19.0,7.875,10.208333333333334,18.083333333333332
2021-12-28 00:00:00+00:00,Cardiff,51.481583,-3.17909,7.0,9.0,16.0,9.0,14.0,23.0,8.083333333333334,11.583333333333334,19.666666666666668
2021-12-29 00:00:00+00:00,Cardiff,51.481583,-3.17909,7.0,11.0,18.0,10.0,15.0,25.0,8.541666666666666,13.291666666666666,21.833333333333332
2021-12-30 00:00:00+00:00,Cardiff,51.481583,-3.17909,5.0,8.0,13.0,10.0,15.0,25.0,7.625,12.083333333333334,19.708333333333332
2021-12-31 00:00:00+00:00,Cardiff,51.481583,-3.17909,6.0,8.0,14.0,6.0,8.0,14.0,6.0,8.0,14.0
2021-01-01 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,4.0,7.0,3.0,5.0,8.0,3.0,4.214285714285714,7.214285714285714
2021-01-02 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,4.0,7.0,4.0,6.0,10.0,3.6666666666666665,5.25,8.916666666666666
2021-01-03 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,6.0,10.0,3.7083333333333335,5.166666666666667,8.875
2021-01-04 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,3.0,8.0,11.0,3.0,6.6521739130434785,9.652173913043478
2021-01-05 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,3.0,7.0,10.0,3.0,6.444444444444445,9.444444444444445
2021-01-06 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,7.0,10.0,5.0,7.0,12.0,4.0476190476190474,7.0,11.047619047619047
2021-01-07 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,7.0,12.0,6.0,9.0,15.0,5.5,7.818181818181818,13.318181818181818
2021-01-08 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,6.0,9.0,15.0,4.958333333333333,8.083333333333334,13.041666666666666
2021-01-09 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,5.0,9.0,5.0,8.0,13.0,4.541666666666667,6.875,11.416666666666666
2021-01-10 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,3.0,5.0,8.0,2.090909090909091,3.3636363636363638,5.454545454545454
2021-01-11 00:00:00+00:00,Edinburgh,55.948612,-3.200833,1.0,2.0,3.0,2.0,3.0,5.0,1.75,2.75,4.5
2021-01-12 00:00:00+00:00,Edinburgh,55.948612,-3.200833,1.0,3.0,4.0,4.0,9.0,13.0,2.4166666666666665,4.875,7.291666666666667
2021-01-13 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,9.0,14.0,6.0,13.0,19.0,5.590909090909091,11.727272727272727,17.318181818181817
2021-01-14 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,5.0,12.0,17.0,3.25,6.8,10.05
2021-01-15 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,6.0,8.0,14.0,4.083333333333333,5.416666666666667,9.5
2021-01-16 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,8.0,13.0,7.0,8.0,15.0,5.916666666666667,8.0,13.916666666666666
2021-01-17 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,5.0,10.0,15.0,4.583333333333333,8.75,13.333333333333334
2021-01-18 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,7.0,10.0,4.0,7.0,11.0,3.5,7.0,10.5
2021-01-19 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,5.0,9.0,14.0,4.25,8.333333333333334,12.583333333333334
2021-01-20 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,4.0,7.0,5.0,8.0,13.0,4.173913043478261,6.869565217391305,11.043478260869565
2021-01-21 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,5.0,6.0,11.0,3.619047619047619,5.238095238095238,8.857142857142858
2021-01-22 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,3.0,6.0,9.0,3.0,5.466666666666667,8.466666666666667
2021-01-23 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,7.0,11.0,3.727272727272727,6.590909090909091,10.318181818181818
2021-01-24 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,7.0,11.0,3.375,6.208333333333333,9.583333333333334
2021-01-25 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,10.0,4.0,7.0,11.0,3.7916666666666665,6.791666666666667,10.583333333333334
2021-01-26 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,7.0,11.0,5.0,9.0,14.0,4.304347826086956,8.043478260869565,12.347826086956522
2021-01-27 00:00:00+00:00,Edinburgh,55.948612,-3.200833,6.0,8.0,14.0,10.0,12.0,22.0,8.238095238095237,10.523809523809524,18.761904761904763
2021-01-28 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,8.0,11.0,19.0,3.875,6.958333333333333,10.833333333333334
2021-01-29 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,4.0,7.0,4.0,6.0,10.0,3.2083333333333335,5.208333333333333,8.416666666666666
2021-01-30 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,5.0,8.0,2.25,5.0,7.25
2021-01-31 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,8.0,12.0,3.5833333333333335,7.625,11.208333333333334
2021-02-01 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,6.0,9.0,4.0,8.0,11.0,3.0,6.956521739130435,9.956521739130435
2021-02-02 00:00:00+00:00,Edinburgh,55.948612,-3.200833,1.0,2.0,3.0,2.0,7.0,9.0,1.5416666666666667,4.708333333333333,6.25
2021-02-03 00:00:00+00:00,Edinburgh,55.948612,-3.200833,1.0,3.0,4.0,3.0,6.0,9.0,2.25,4.333333333333333,6.583333333333333
2021-02-04 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,3.0,6.0,9.0,2.7083333333333335,4.958333333333333,7.666666666666667
2021-02-05 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,2.0,5.0,7.0,2.0,3.3333333333333335,5.333333333333333
2021-02-06 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,5.0,9.0,14.0,3.3333333333333335,6.583333333333333,9.916666666666666
2021-02-07 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,10.0,15.0,7.0,14.0,21.0,6.083333333333333,12.916666666666666,19.0
2021-02-08 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,9.0,12.0,6.0,13.0,19.0,4.291666666666667,10.333333333333334,14.625
2021-02-09 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,9.0,12.0,2.5833333333333335,6.666666666666667,9.25
2021-02-10 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,5.0,9.0,14.0,2.6666666666666665,6.166666666666667,8.833333333333334
2021-02-11 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,6.0,10.0,16.0,5.708333333333333,9.833333333333334,15.541666666666666
2021-02-12 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,6.0,11.0,17.0,4.5,8.625,13.125
2021-02-13 00:00:00+00:00,Edinburgh,55.948612,-3.200833,6.0,10.0,16.0,8.0,11.0,19.0,6.666666666666667,10.791666666666666,17.458333333333332
2021-02-14 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,7.0,12.0,7.0,11.0,18.0,6.25,9.125,15.375
2021-02-15 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,6.0,10.0,5.0,7.0,12.0,4.291666666666667,6.75,11.041666666666666
2021-02-16 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,5.0,9.0,14.0,4.833333333333333,7.958333333333333,12.791666666666666
2021-02-17 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,5.0,10.0,15.0,4.6521739130434785,8.782608695652174,13.434782608695652
2021-02-18 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,5.0,10.0,15.0,3.9166666666666665,7.25,11.166666666666666
2021-02-19 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,5.0,8.0,2.3846153846153846,4.615384615384615,7.0
2021-02-20 00:00:00+00:00,Edinburgh,55.948612,-3.200833,,,,,,,,,
2021-02-21 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,5.0,11.0,16.0,3.869565217391304,7.217391304347826,11.08695652173913
2021-02-22 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,6.0,11.0,17.0,5.125,10.125,15.25
2021-02-23 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,4.0,8.0,12.0,2.9130434782608696,5.826086956521739,8.73913043478261
2021-02-24 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,5.0
2021-02-25 00:00:00+00:00,Edinburgh,55.948612,-3.200833,,,,,,,,,
2021-02-26 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,10.0,15.0,5.0,11.0,16.0,5.0,10.25,15.25
2021-02-27 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,4.0,9.0,13.0,4.0,8.75,12.75
2021-02-28 00:00:00+00:00,Edinburgh,55.948612,-3.200833,,,,,,,,,
2021-03-01 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,8.0,13.0,10.0,17.0,27.0,7.590909090909091,12.272727272727273,19.863636363636363
2021-03-02 00:00:00+00:00,Edinburgh,55.948612,-3.200833,11.0,18.0,29.0,20.0,24.0,44.0,16.416666666666668,22.0,38.416666666666664
2021-03-03 00:00:00+00:00,Edinburgh,55.948612,-3.200833,13.0,16.0,29.0,20.0,32.0,50.0,16.416666666666668,23.625,40.041666666666664
2021-03-04 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,13.0,26.0,39.0,6.913043478260869,14.73913043478261,21.652173913043477
2021-03-05 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,10.0,13.0,5.0,12.0,17.0,3.7916666666666665,10.625,14.416666666666666
2021-03-06 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,11.0,17.0,9.0,14.0,23.0,6.916666666666667,12.25,19.166666666666668
2021-03-07 00:00:00+00:00,Edinburgh,55.948612,-3.200833,10.0,14.0,24.0,15.0,21.0,36.0,13.583333333333334,18.666666666666668,32.25
2021-03-08 00:00:00+00:00,Edinburgh,55.948612,-3.200833,7.0,12.0,19.0,14.0,20.0,34.0,10.333333333333334,15.083333333333334,25.416666666666668
2021-03-09 00:00:00+00:00,Edinburgh,55.948612,-3.200833,7.0,11.0,18.0,8.0,12.0,20.0,7.3125,11.875,19.1875
2021-03-10 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,4.0,8.0,12.0,4.0,8.0,12.0
2021-03-11 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,3.0,7.0,10.0,3.0,6.142857142857143,9.142857142857142
2021-03-12 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,7.0,10.0,2.75,5.45,8.2
2021-03-13 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,6.0
2021-03-14 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,7.0,10.0,2.9565217391304346,6.130434782608695,9.08695652173913
2021-03-15 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,3.0,6.0,9.0,2.25,4.333333333333333,6.583333333333333
2021-03-16 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,8.0
2021-03-17 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,11.0,16.0,9.0,18.0,27.0,7.631578947368421,15.526315789473685,23.157894736842106
2021-03-18 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,11.0,16.0,10.0,18.0,28.0,7.416666666666667,14.458333333333334,21.875
2021-03-19 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,10.0,15.0,9.0,13.0,22.0,5.958333333333333,11.375,17.333333333333332
2021-03-20 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,10.0,14.0,24.0,8.0,12.375,20.375
2021-03-21 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,7.0,11.0,3.4583333333333335,6.75,10.208333333333334
2021-03-22 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,4.0,7.0,11.0,2.9583333333333335,6.083333333333333,9.041666666666666
2021-03-23 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,4.0,7.0,11.0,3.0,6.125,9.125
2021-03-24 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,4.0,9.0,13.0,4.0,8.722222222222221,12.722222222222221
2021-03-25 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,4.0,9.0,13.0,4.0,7.625,11.625
2021-03-26 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,7.0,11.0,3.2916666666666665,6.125,9.416666666666666
2021-03-27 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,8.0,12.0,3.3,6.7,10.0
2021-03-28 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,8.0,12.0,2.7333333333333334,5.266666666666667,8.0
2021-03-29 00:00:00+00:00,Edinburgh,55.948612,-3.200833,1.0,2.0,3.0,2.0,4.0,6.0,1.5238095238095237,2.6666666666666665,4.190476190476191
2021-03-30 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,4.0,6.0,10.0,3.0869565217391304,5.043478260869565,8.130434782608695
2021-03-31 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,6.0,10.0,6.0,15.0,21.0,5.333333333333333,11.555555555555555,16.88888888888889
2021-04-01 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,11.0,15.0,4.0,12.0,16.0,4.0,11.625,15.625
2021-04-02 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,10.0,14.0,7.0,12.0,19.0,5.0,11.0,16.0
2021-04-03 00:00:00+00:00,Edinburgh,55.948612,-3.200833,7.0,12.0,19.0,7.0,13.0,20.0,7.0,12.533333333333333,19.533333333333335
2021-04-04 00:00:00+00:00,Edinburgh,55.948612,-3.200833,8.0,13.0,21.0,8.0,13.0,21.0,8.0,13.0,21.0
2021-04-05 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,6.0,8.0,6.0,11.0,17.0,4.166666666666667,8.833333333333334,13.0
2021-04-06 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,2.0,5.0,7.0,2.0,4.9523809523809526,6.9523809523809526
2021-04-07 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,6.0,8.0,3.0,6.0,9.0,2.5217391304347827,6.0,8.521739130434783
2021-04-08 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,5.0,11.0,16.0,3.6818181818181817,8.318181818181818,12.0
2021-04-09 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,7.0,10.0,5.0,12.0,17.0,4.583333333333333,10.583333333333334,15.166666666666666
2021-04-10 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,6.0,9.0,2.5,5.15,7.65
2021-04-11 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,5.0,8.0,2.5714285714285716,5.0,7.571428571428571
2021-04-12 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,6.0,9.0,2.9523809523809526,5.142857142857143,8.095238095238095
2021-04-13 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,9.0,13.0,3.238095238095238,6.904761904761905,10.142857142857142
2021-04-14 00:00:00+00:00,Edinburgh,55.948612,-3.200833,6.0,15.0,21.0,6.0,15.0,21.0,6.0,15.0,21.0
2021-04-15 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,10.0,14.0,6.0,15.0,21.0,5.130434782608695,12.782608695652174,17.91304347826087
2021-04-16 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,11.0,16.0,8.0,16.0,24.0,6.181818181818182,13.272727272727273,19.454545454545453
2021-04-17 00:00:00+00:00,Edinburgh,55.948612,-3.200833,10.0,17.0,27.0,12.0,21.0,33.0,10.75,18.45,29.2
2021-04-18 00:00:00+00:00,Edinburgh,55.948612,-3.200833,12.0,18.0,31.0,14.0,22.0,36.0,13.434782608695652,20.217391304347824,33.65217391304348
2021-04-19 00:00:00+00:00,Edinburgh,55.948612,-3.200833,13.0,18.0,31.0,18.0,29.0,47.0,14.863636363636363,22.136363636363637,37.0
2021-04-20 00:00:00+00:00,Edinburgh,55.948612,-3.200833,10.0,15.0,25.0,19.0,30.0,49.0,15.869565217391305,24.695652173913043,40.56521739130435
2021-04-21 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,11.0,16.0,9.0,14.0,23.0,6.0,12.6,18.6
2021-04-22 00:00:00+00:00,Edinburgh,55.948612,-3.200833,6.0,14.0,20.0,9.0,19.0,28.0,7.285714285714286,16.523809523809526,23.80952380952381
2021-04-23 00:00:00+00:00,Edinburgh,55.948612,-3.200833,9.0,19.0,28.0,11.0,24.0,35.0,10.4,22.15,32.55
2021-04-24 00:00:00+00:00,Edinburgh,55.948612,-3.200833,9.0,16.0,25.0,11.0,22.0,33.0,10.0,20.083333333333332,30.083333333333332
2021-04-25 00:00:00+00:00,Edinburgh,55.948612,-3.200833,,,,,,,,,
2021-04-26 00:00:00+00:00,Edinburgh,55.948612,-3.200833,,,,,,,,,
2021-04-27 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,5.0,9.0,14.0,4.333333333333333,8.11111111111111,12.444444444444445
2021-04-28 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,9.0,14.0,6.0,12.0,17.0,5.142857142857143,10.857142857142858,16.0
2021-04-29 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,10.0,14.0,3.263157894736842,7.578947368421052,10.842105263157896
2021-04-30 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,9.0,13.0,3.6470588235294117,8.0,11.647058823529411
2021-05-01 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,8.0,12.0,3.090909090909091,7.454545454545454,10.545454545454545
2021-05-02 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,6.0,10.0,3.5789473684210527,5.7894736842105265,9.368421052631579
2021-05-03 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,5.0,9.0,2.75,4.65,7.4
2021-05-04 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,2.0,5.0,7.0,2.0,4.75,6.75
2021-05-05 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,7.0,10.0,2.85,6.5,9.35
2021-05-06 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,2.0,5.0,7.0,2.0,3.869565217391304,5.869565217391305
2021-05-07 00:00:00+00:00,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,8.0,12.0,3.4,6.25,9.65
2021-05-08 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,8.0,12.0,3.5454545454545454,6.318181818181818,9.863636363636363
2021-05-09 00:00:00+00:00,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,6.0,10.0,3.75,5.5,9.25
2021-05-10 00:00:00+00:00,Edinburgh,55.948612,-3.200833,5.0,9.0,14.0,6.0,10.0,16.0,5.2,9.4,14.6
2021-05-11 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,4.0,8.0,12.0,4.0,7.666666666666667,11.666666666666666
2021-05-12 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,9.0,14.0,5.0,11.0,16.0,4.875,10.3125,15.1875
2021-05-13 00:00:00+00:00,Edinburgh,55.948612,-3.200833,6.0,12.0,18.0,12.0,17.0,29.0,9.125,14.9375,24.0625
2021-05-14 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,6.0,9.0,15.0,4.75,7.875,12.625
2021-05-15 00:00:00+00:00,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,6.0,9.0,15.0,4.708333333333333,8.166666666666666,12.875
2021-05-16 00:00:00+00:00,Edinburgh,55.948612,-3.200833,6.0,9.0,15.0,8.0,11.0,19.0,7.105263157894737,10.368421052631579,17.473684210526315
